timestamp,machine_id,temperature,vibration,pressure,rpm,power_consumption,noise_level,humidity,operating_hours,failure
2025-07-01 02:00,M-05,70.1,0.42,101.1,2375,71.3,67.9,48.6,7.5,0
2025-07-01 02:00,M-06,69.1,0.32,102.2,2476,84.2,71.5,40.5,6.3,0
2025-07-01 02:00,M-07,69.5,0.29,100.7,2445,75.8,68.9,57.6,9.0,0
2025-07-01 02:00,M-08,73.8,0.43,101.5,2612,81.9,66.6,60.1,0.1,0
2025-07-01 02:00,M-09,67.2,0.39,98.8,2595,68.4,71.9,57.8,7.6,0
2025-07-01 02:00,M-10,66.3,0.37,97.7,2439,74.1,70.0,46.4,18.1,0
2025-07-01 02:00,M-11,72.4,0.42,99.1,2446,71.1,67.1,48.7,0,0
2025-07-01 02:00,M-12,74.9,0.44,97.6,2340,68.7,74.8,65.7,2.2,0
2025-07-01 02:00,M-13,68.0,0.62,100.4,2263,83.1,70.3,57.6,12.5,0
2025-07-01 02:00,M-14,70.3,0.58,105.0,2486,75.3,67.0,65.4,6.7,0
2025-07-01 02:00,M-15,70.5,0.47,99.2,2436,76.6,73.3,69.7,16.5,0
2025-07-01 02:00,M-16,70.6,0.55,102.7,2581,77.1,68.9,50.8,20.1,0
2025-07-01 02:00,M-17,70.5,0.26,105.5,2384,64.2,71.6,47.9,0,0
2025-07-01 02:00,M-18,74.7,0.43,97.1,2347,76.1,72.9,57.2,0.6,0
2025-07-01 02:00,M-19,72.9,0.34,101.7,2455,69.2,70.3,43.2,7.0,0
2025-07-01 02:00,M-20,72.0,0.43,102.8,2236,70.7,69.6,71.6,1.7,0
2025-07-01 03:00,M-01,74.3,0.52,100.4,2224,73.2,70.7,61.6,0,0
2025-07-01 03:00,M-02,69.4,0.53,101.4,2321,77.3,66.7,61.1,2.4,0
2025-07-01 03:00,M-03,76.0,0.51,101.5,2562,77.9,64.9,51.6,6.6,0
2025-07-01 03:00,M-04,71.2,0.46,98.6,2362,75.9,71.0,65.8,4.0,0
2025-07-01 03:00,M-05,74.2,0.47,101.8,2441,64.3,66.5,53.4,0,0
2025-07-01 03:00,M-06,73.9,0.48,100.5,2177,81.7,71.1,45.2,0,0
2025-07-01 03:00,M-07,70.5,0.54,101.3,2632,72.6,62.6,56.2,9.2,0
2025-07-01 03:00,M-08,70.9,0.61,101.9,2352,67.1,69.2,45.4,0,0
2025-07-01 03:00,M-09,69.4,0.48,102.4,2312,78.7,66.3,60.5,0,0
2025-07-01 03:00,M-10,74.6,0.39,104.7,2451,70.9,66.6,54.0,0,0
2025-07-01 03:00,M-11,69.1,0.34,99.5,2442,73.3,76.8,55.0,23.1,0
2025-07-01 03:00,M-12,72.8,0.4,99.6,2301,76.1,69.1,50.8,0,0
2025-07-01 03:00,M-13,69.9,0.51,103.0,2420,73.4,66.0,46.7,6.8,0
2025-07-01 03:00,M-14,70.5,0.71,99.1,2413,73.3,69.5,68.5,18.5,0
2025-07-01 03:00,M-15,66.7,0.5,99.8,2488,80.4,69.5,46.3,0,0
2025-07-01 03:00,M-16,72.1,0.49,98.4,2553,75.2,69.8,42.6,3.5,0
2025-07-01 03:00,M-17,75.4,0.5,99.9,2413,67.8,72.5,46.9,0,0
2025-07-01 03:00,M-18,70.2,0.22,106.1,2525,74.3,66.8,63.9,16.2,0
2025-07-01 03:00,M-19,69.7,0.45,101.0,2326,80.1,72.4,59.2,26.4,0
2025-07-01 03:00,M-20,75.4,0.28,100.8,2192,73.4,74.3,51.7,0,0
2025-07-01 04:00,M-01,75.7,0.51,100.0,2460,73.9,69.6,67.5,14.5,0
2025-07-01 04:00,M-02,75.5,0.4,102.3,2540,69.9,68.4,40.6,0,0
2025-07-01 04:00,M-03,69.6,0.54,100.3,2379,77.7,69.6,58.5,3.3,0
2025-07-01 04:00,M-04,76.4,0.48,106.1,2504,74.5,63.7,57.8,0,0
2025-07-01 04:00,M-05,72.4,0.43,99.2,2417,79.8,64.2,59.3,0,0
2025-07-01 04:00,M-06,73.9,0.64,100.8,2270,72.5,66.2,54.4,0,0
2025-07-01 04:00,M-07,69.4,0.45,102.1,2331,78.2,72.5,55.1,8.3,0
2025-07-01 04:00,M-08,69.5,0.43,97.9,2194,78.9,68.1,61.5,15.5,0
2025-07-01 04:00,M-09,69.1,0.4,98.8,2431,76.3,68.5,73.1,0,0
2025-07-01 04:00,M-10,71.2,0.51,101.6,2288,72.2,74.1,56.9,0,0
2025-07-01 04:00,M-11,68.1,0.5,103.8,2312,73.3,65.8,60.2,0,0
2025-07-01 04:00,M-12,77.1,0.53,106.3,2470,77.6,68.0,62.4,8.3,0
2025-07-01 04:00,M-13,65.4,0.54,99.8,2298,76.8,74.6,51.4,0,0
2025-07-01 04:00,M-14,71.3,0.5,99.8,2412,72.2,69.4,55.9,0.4,0
2025-07-01 04:00,M-15,67.4,0.46,101.3,2260,63.5,70.2,61.2,11.4,0
2025-07-01 04:00,M-16,67.7,0.32,99.7,2514,74.5,72.1,56.6,24.9,0
2025-07-01 04:00,M-17,63.7,0.54,97.9,2234,77.1,68.7,55.1,12.5,0
2025-07-01 04:00,M-18,72.0,0.57,98.2,2252,68.2,66.9,49.9,18.3,0
2025-07-01 04:00,M-19,74.2,0.45,103.7,2374,75.2,68.6,46.6,0,0
2025-07-01 04:00,M-20,71.1,0.35,101.7,2435,66.2,73.5,64.5,0,0
2025-07-01 05:00,M-01,73.7,0.57,99.7,2386,72.5,71.7,59.9,0,0
2025-07-01 05:00,M-02,70.8,0.56,104.1,2412,80.8,67.9,46.4,12.0,0
2025-07-01 05:00,M-03,75.1,0.48,98.7,2288,84.4,68.0,56.4,6.3,0
2025-07-01 05:00,M-04,70.4,0.35,102.0,2344,75.3,74.8,72.4,12.3,0
2025-07-01 05:00,M-05,75.3,0.56,99.9,2387,82.7,65.0,51.2,0,0
2025-07-01 05:00,M-06,70.1,0.4,102.3,2372,75.5,66.2,50.6,0,0
2025-07-01 05:00,M-07,71.6,0.27,98.4,2360,76.9,70.0,51.7,0,0
2025-07-01 05:00,M-08,71.3,0.53,99.4,2245,71.3,68.3,63.8,1.3,0
2025-07-01 05:00,M-09,74.7,0.57,102.6,2395,78.2,68.3,46.2,0,0
2025-07-01 05:00,M-10,73.3,0.53,102.1,2463,70.3,63.1,66.7,8.2,0
2025-07-01 05:00,M-11,69.2,0.42,101.8,2201,66.7,64.2,55.6,0,0
2025-07-01 05:00,M-12,70.0,0.31,102.3,2184,85.6,67.7,48.8,0,0
2025-07-01 05:00,M-13,77.0,0.6,102.2,2385,77.5,73.9,54.1,19.1,0
2025-07-01 05:00,M-14,70.9,0.5,101.2,2219,74.6,68.6,45.3,0,0
2025-07-01 05:00,M-15,72.3,0.3,101.6,2374,76.3,61.9,39.9,3.5,0
2025-07-01 05:00,M-16,76.3,0.22,103.9,2298,88.3,65.9,51.7,14.8,0
2025-07-01 05:00,M-17,68.2,0.31,99.3,2403,76.7,71.8,64.9,12.8,0
2025-07-01 05:00,M-18,69.4,0.52,101.5,2335,73.3,68.0,51.3,0,0
2025-07-01 05:00,M-19,72.8,0.4,104.9,2281,81.0,71.6,57.9,0,0
2025-07-01 05:00,M-20,68.7,0.4,100.5,2496,82.7,71.5,60.3,0,0
2025-07-01 06:00,M-01,70.0,0.77,103.2,2254,81.7,70.2,47.8,5.6,0
2025-07-01 06:00,M-02,68.0,0.51,102.4,2468,73.1,74.8,57.5,16.9,0
2025-07-01 06:00,M-03,71.7,0.63,101.5,2447,67.7,72.0,71.3,14.4,0
2025-07-01 06:00,M-04,66.5,0.41,105.0,2292,68.6,69.4,61.8,9.3,0
2025-07-01 06:00,M-05,73.6,0.54,101.3,2372,81.2,70.8,60.5,6.5,0
2025-07-01 06:00,M-06,69.2,0.38,103.6,2387,67.9,72.0,66.1,8.0,0
2025-07-01 06:00,M-07,71.9,0.44,101.5,2454,73.0,71.1,51.6,18.5,0
2025-07-01 06:00,M-08,74.4,0.47,102.3,2392,80.7,67.0,48.8,10.9,0
2025-07-01 06:00,M-09,72.8,0.26,99.2,2331,67.9,70.2,39.3,15.7,0
2025-07-01 06:00,M-10,67.6,0.37,98.5,2544,71.5,61.2,52.0,20.1,0
2025-07-01 06:00,M-11,73.5,0.52,101.7,2310,70.6,69.4,67.5,12.9,0
2025-07-01 06:00,M-12,73.2,0.4,102.9,2345,78.2,69.7,36.1,4.7,0
2025-07-01 06:00,M-13,76.3,0.57,101.8,2480,73.4,70.5,54.6,0,0
2025-07-01 06:00,M-14,74.4,0.62,100.8,2384,74.1,66.0,74.5,17.5,0
2025-07-01 06:00,M-15,70.0,0.38,99.3,2420,71.2,65.4,60.6,0,0
2025-07-01 06:00,M-16,72.0,0.36,101.2,2356,74.2,75.1,53.0,0,0
2025-07-01 06:00,M-17,74.8,0.31,102.5,2434,74.9,69.0,55.4,0,0
2025-07-01 06:00,M-18,72.2,0.62,101.8,2523,70.5,66.8,62.6,6.2,0
2025-07-01 06:00,M-19,76.6,0.51,102.3,2374,68.2,71.1,45.6,0,0
2025-07-01 06:00,M-20,73.5,0.36,100.6,2225,68.4,71.1,48.0,0,0
2025-07-01 07:00,M-01,72.1,0.61,98.0,2346,70.0,70.1,48.4,14.3,0
2025-07-01 07:00,M-02,69.5,0.43,102.2,2386,77.0,74.2,49.4,11.9,0
2025-07-01 07:00,M-03,74.0,0.38,104.7,2339,72.9,69.8,44.4,8.4,0
2025-07-01 07:00,M-04,67.5,0.47,100.6,2199,73.1,69.0,63.9,3.0,0
2025-07-01 07:00,M-05,72.3,0.51,101.1,2310,69.0,71.5,55.2,0,0
2025-07-01 07:00,M-06,77.8,0.52,101.3,2349,65.7,67.4,59.9,13.5,0
2025-07-01 07:00,M-07,75.8,0.63,100.6,2572,77.4,67.6,66.6,0,0
2025-07-01 07:00,M-08,72.3,0.28,99.0,2366,68.6,65.1,29.5,10.7,0
2025-07-01 07:00,M-09,65.8,0.38,99.9,2518,80.8,63.7,39.9,8.3,0
2025-07-01 07:00,M-10,77.9,0.53,98.9,2210,73.0,74.5,47.4,6.3,0
2025-07-01 07:00,M-11,70.5,0.47,104.5,2387,74.6,77.9,58.0,11.8,0
2025-07-01 07:00,M-12,76.0,0.38,102.1,2472,75.7,72.5,64.2,5.1,0
2025-07-01 07:00,M-13,75.1,0.69,102.7,2243,69.6,69.7,47.4,8.4,0
2025-07-01 07:00,M-14,75.6,0.59,97.2,2389,82.4,71.8,47.2,0,0
2025-07-01 07:00,M-15,69.0,0.41,98.3,2451,70.8,72.3,53.1,0,0
2025-07-01 07:00,M-16,72.0,0.54,101.9,2342,78.0,65.7,51.2,11.2,0
2025-07-01 07:00,M-17,75.4,0.43,97.8,2453,71.1,74.3,55.8,0,0
2025-07-01 07:00,M-18,68.3,0.42,99.5,2380,71.1,75.9,38.1,0,0
2025-07-01 07:00,M-19,73.1,0.66,101.8,2608,78.9,69.7,64.1,8.9,0
2025-07-01 07:00,M-20,71.1,0.58,103.6,2445,77.5,63.9,58.1,13.2,0
2025-07-01 08:00,M-01,69.2,0.5,101.3,2415,77.0,71.6,42.7,13.2,0
2025-07-01 08:00,M-02,68.8,0.39,102.2,2429,76.0,71.3,59.7,7.0,0
2025-07-01 08:00,M-03,72.9,0.26,99.2,2312,69.2,71.8,56.5,9.9,0
2025-07-01 08:00,M-04,74.7,0.47,99.5,2252,75.8,75.8,51.2,6.5,0
2025-07-01 08:00,M-05,67.8,0.57,103.8,2454,63.9,70.2,72.7,0,0
2025-07-01 08:00,M-06,72.6,0.29,100.5,2268,82.5,70.5,51.3,3.6,0
2025-07-01 08:00,M-07,76.1,0.57,99.1,2520,78.6,74.1,52.2,4.9,0
2025-07-01 08:00,M-08,73.6,0.68,97.1,2217,77.2,72.5,45.6,0,0
2025-07-01 08:00,M-09,71.6,0.45,100.2,2327,84.5,66.6,44.3,25.6,0
2025-07-01 08:00,M-10,72.9,0.4,99.0,2297,80.3,66.1,46.1,18.1,0
2025-07-01 08:00,M-11,72.2,0.39,102.2,2427,83.2,67.9,62.8,4.3,0
2025-07-01 08:00,M-12,76.2,0.45,101.8,2540,85.0,68.7,52.5,2.4,0
2025-07-01 08:00,M-13,69.0,0.35,103.1,2498,80.7,73.0,54.4,7.0,0
2025-07-01 08:00,M-14,71.7,0.49,99.6,2354,75.6,71.3,73.8,0,0
2025-07-01 08:00,M-15,72.4,0.79,104.0,2515,75.5,72.4,59.5,0,0
2025-07-01 08:00,M-16,69.1,0.42,100.7,2459,67.8,72.1,59.9,0,0
2025-07-01 08:00,M-17,70.4,0.66,100.5,2332,75.3,67.1,50.5,15.1,0
2025-07-01 08:00,M-18,73.9,0.37,100.9,2421,75.9,72.3,47.1,0,0
2025-07-01 08:00,M-19,66.4,0.64,102.9,2253,80.2,70.4,63.5,2.4,0
2025-07-01 08:00,M-20,71.3,0.5,100.1,2418,80.9,72.6,62.3,2.9,0
2025-07-01 09:00,M-01,71.0,0.29,103.3,2291,79.3,68.7,54.1,20.2,0
2025-07-01 09:00,M-02,74.7,0.35,101.3,2454,83.4,66.6,45.8,0,0
2025-07-01 09:00,M-03,68.7,0.69,98.6,2441,64.4,71.1,59.0,3.4,0
2025-07-01 09:00,M-04,72.0,0.21,101.0,2470,66.9,69.9,56.1,7.1,0
2025-07-01 09:00,M-05,68.3,0.48,102.0,2332,83.5,71.9,64.0,11.9,0
2025-07-01 09:00,M-06,72.2,0.54,103.2,2392,86.6,71.3,57.6,15.2,0
2025-07-01 09:00,M-07,75.7,0.3,102.6,2332,70.2,71.7,44.5,0.1,0
2025-07-01 09:00,M-08,69.5,0.5,100.5,2383,71.6,69.0,52.7,12.1,0
2025-07-01 09:00,M-09,75.7,0.33,103.5,2500,75.7,71.6,55.9,7.9,0
2025-07-01 09:00,M-10,74.4,0.38,99.6,2478,84.3,69.9,54.7,2.3,0
2025-07-01 09:00,M-11,62.2,0.43,101.7,2242,82.8,67.8,55.8,12.6,0
2025-07-01 09:00,M-12,68.9,0.36,99.4,2520,65.9,68.2,51.6,10.0,0
2025-07-01 09:00,M-13,75.5,0.54,100.9,2584,73.1,74.7,63.5,1.1,0
2025-07-01 09:00,M-14,69.4,0.41,102.7,2336,66.2,76.5,52.7,0,0
2025-07-01 09:00,M-15,78.6,0.49,100.4,2402,80.7,76.2,50.4,4.2,0
2025-07-01 09:00,M-16,71.6,0.29,101.4,2513,83.0,68.9,57.1,4.3,0
2025-07-01 09:00,M-17,72.0,0.28,106.1,2349,79.8,71.7,44.6,9.6,0
2025-07-01 09:00,M-18,74.9,0.67,102.3,2387,73.4,66.7,51.4,23.4,0
2025-07-01 09:00,M-19,69.6,0.34,99.4,2153,76.2,64.2,58.3,11.3,0
2025-07-01 09:00,M-20,68.4,0.34,102.0,2579,69.0,68.4,54.7,4.6,0
2025-07-01 10:00,M-01,74.1,0.31,100.0,2293,73.4,64.9,43.1,4.1,0
2025-07-01 10:00,M-02,73.1,0.23,99.5,2568,67.1,67.5,51.9,8.5,0
2025-07-01 10:00,M-03,72.4,0.5,102.0,2387,72.8,71.1,43.2,0,0
2025-07-01 10:00,M-04,71.1,0.43,99.0,2366,74.3,70.1,42.9,0,0
2025-07-01 10:00,M-05,67.0,0.51,100.2,2547,82.7,69.3,69.7,14.4,0
2025-07-01 10:00,M-06,67.9,0.41,100.3,2419,72.8,74.5,49.8,12.9,0
2025-07-01 10:00,M-07,76.6,0.37,101.7,2483,72.5,68.5,58.8,16.8,0
2025-07-01 10:00,M-08,75.4,0.4,99.6,2191,69.5,74.0,46.8,11.5,0
2025-07-01 10:00,M-09,67.8,0.48,101.0,2243,68.4,72.3,49.8,3.1,0
2025-07-01 10:00,M-10,68.7,0.52,100.0,2657,73.7,69.8,66.6,22.8,0
2025-07-01 10:00,M-11,67.5,0.45,102.9,2459,79.0,68.3,71.2,12.8,0
2025-07-01 10:00,M-12,69.0,0.42,103.3,2341,78.8,76.9,67.5,8.2,0
2025-07-01 10:00,M-13,74.1,0.64,99.8,2258,78.6,66.4,49.0,9.1,0
2025-07-01 10:00,M-14,71.2,0.53,100.5,2288,71.4,70.0,58.2,5.2,0
2025-07-01 10:00,M-15,75.2,0.56,101.4,2492,76.3,63.7,68.1,19.0,0
2025-07-01 10:00,M-16,68.5,0.43,102.7,2463,81.3,72.2,51.6,12.7,0
2025-07-01 10:00,M-17,75.8,0.35,101.8,2402,77.5,67.4,60.5,0,0
2025-07-01 10:00,M-18,69.0,0.56,100.1,2402,77.1,68.0,60.2,9.4,0
2025-07-01 10:00,M-19,73.9,0.41,101.2,2410,75.9,70.9,53.3,21.1,0
2025-07-01 10:00,M-20,77.4,0.45,98.2,2468,77.2,69.4,70.1,0,0
2025-07-01 11:00,M-01,75.0,0.7,101.8,2420,66.9,70.7,45.5,28.6,0
2025-07-01 11:00,M-02,69.5,0.41,98.5,2478,79.8,69.9,37.1,0,0
2025-07-01 11:00,M-03,71.8,0.48,101.2,2132,77.7,73.2,57.0,0,0
2025-07-01 11:00,M-04,68.3,0.42,96.7,2375,77.1,71.5,42.0,11.4,0
2025-07-01 11:00,M-05,73.0,0.49,99.4,2513,80.2,73.4,56.1,5.9,0
2025-07-01 11:00,M-06,73.4,0.45,97.2,2457,70.6,76.5,52.4,9.0,0
2025-07-01 11:00,M-07,74.4,0.46,100.9,2570,84.0,71.4,66.8,2.1,0
2025-07-01 11:00,M-08,74.1,0.35,96.5,2378,73.6,75.3,49.9,19.5,0
2025-07-01 11:00,M-09,70.5,0.38,97.6,2489,73.8,71.9,47.0,2.3,0
2025-07-01 11:00,M-10,71.7,0.53,99.3,2360,68.1,68.8,62.1,12.0,0
2025-07-01 11:00,M-11,74.2,0.46,103.7,2338,80.8,71.2,59.1,0,0
2025-07-01 11:00,M-12,74.6,0.74,99.1,2467,71.8,69.8,63.6,10.1,0
2025-07-01 11:00,M-13,73.2,0.34,98.2,2465,71.0,70.8,69.2,16.3,0
2025-07-01 11:00,M-14,67.9,0.37,103.0,2581,68.8,71.0,63.3,17.5,0
2025-07-01 11:00,M-15,66.3,0.4,102.4,2431,72.6,68.9,53.8,32.7,0
2025-07-01 11:00,M-16,71.8,0.39,95.6,2383,78.5,65.1,38.2,7.8,0
2025-07-01 11:00,M-17,73.4,0.55,104.1,2438,68.7,62.8,55.8,0,0
2025-07-01 11:00,M-18,68.0,0.41,99.2,2407,71.0,77.1,42.8,0.3,0
2025-07-01 11:00,M-19,71.9,0.43,101.0,2272,68.0,71.2,54.1,5.4,0
2025-07-01 11:00,M-20,71.2,0.38,103.0,2360,64.6,70.3,58.2,3.0,0
2025-07-01 12:00,M-01,71.1,0.32,97.9,2401,77.1,64.7,50.9,14.4,0
2025-07-01 12:00,M-02,69.7,0.5,101.6,2358,76.8,72.8,55.9,26.3,0
2025-07-01 12:00,M-03,71.9,0.45,102.9,2520,68.1,72.2,58.4,18.8,0
2025-07-01 12:00,M-04,67.3,0.56,102.3,2450,70.3,71.3,60.6,0,0
2025-07-01 12:00,M-05,74.1,0.57,100.3,2446,70.2,69.5,66.1,0,0
2025-07-01 12:00,M-06,73.0,0.39,101.2,2542,69.5,68.1,53.9,5.0,0
2025-07-01 12:00,M-07,72.8,0.35,100.6,2453,72.6,71.3,48.5,2.2,0
2025-07-01 12:00,M-08,75.0,0.45,102.8,2351,67.7,71.2,40.5,13.0,0
2025-07-01 12:00,M-09,73.6,0.36,98.6,2491,74.8,74.8,45.0,18.8,0
2025-07-01 12:00,M-10,75.6,0.62,100.5,2452,73.1,70.1,59.9,0,0
2025-07-01 12:00,M-11,70.8,0.7,96.0,2168,73.4,73.6,66.2,11.3,0
2025-07-01 12:00,M-12,74.4,0.41,102.0,2271,83.6,71.5,58.6,25.0,0
2025-07-01 12:00,M-13,74.8,0.42,98.4,2443,76.1,72.0,44.8,16.7,0
2025-07-01 12:00,M-14,70.7,0.43,101.1,2468,84.0,71.6,65.6,5.7,0
2025-07-01 12:00,M-15,68.9,0.45,102.3,2329,74.6,69.7,44.3,6.6,0
2025-07-01 12:00,M-16,74.9,0.57,98.2,2511,81.9,73.7,47.2,5.4,0
2025-07-01 12:00,M-17,69.0,0.63,98.4,2472,71.7,65.3,61.5,2.4,0
2025-07-01 12:00,M-18,72.9,0.31,99.1,2369,75.4,72.3,51.8,5.8,0
2025-07-01 12:00,M-19,75.9,0.21,99.5,2295,79.1,72.3,51.8,25.6,0
2025-07-01 12:00,M-20,72.2,0.37,100.7,2509,77.0,68.9,46.9,16.3,0
2025-07-01 13:00,M-01,76.3,0.56,102.0,2236,76.0,74.5,53.0,18.2,0
2025-07-01 13:00,M-02,75.7,0.38,101.8,2479,84.0,67.4,65.0,26.9,0
2025-07-01 13:00,M-03,74.5,0.53,101.9,2381,82.9,72.2,50.7,0,0
2025-07-01 13:00,M-04,75.3,0.41,102.0,2278,76.7,65.9,47.9,22.2,0
2025-07-01 13:00,M-05,68.3,0.47,99.9,2429,76.9,68.1,56.1,12.8,0
2025-07-01 13:00,M-06,67.7,0.35,98.1,2500,71.9,70.5,52.9,3.0,0
2025-07-01 13:00,M-07,70.6,0.48,100.1,2519,77.2,76.2,54.9,7.6,0
2025-07-01 13:00,M-08,75.0,0.54,100.2,2386,72.8,73.7,61.0,17.9,0
2025-07-01 13:00,M-09,74.1,0.53,103.3,2147,81.7,72.7,59.1,24.6,0
2025-07-01 13:00,M-10,72.6,0.48,102.6,2364,71.4,73.6,59.8,3.9,0
2025-07-01 13:00,M-11,74.4,0.41,98.8,2425,79.0,70.6,50.9,17.4,0
2025-07-01 13:00,M-12,76.8,0.41,98.0,2268,79.7,69.9,62.0,5.2,0
2025-07-01 13:00,M-13,69.8,0.5,101.4,2403,78.8,69.6,49.5,6.0,0
2025-07-01 13:00,M-14,67.8,0.32,99.9,2336,69.0,69.1,54.9,11.4,0
2025-07-01 13:00,M-15,72.4,0.45,98.4,2421,77.7,69.5,54.1,13.3,0
2025-07-01 13:00,M-16,68.4,0.34,100.8,2486,72.4,71.7,61.1,13.5,0
2025-07-01 13:00,M-17,68.3,0.46,103.1,2429,71.5,73.9,66.7,7.5,0
2025-07-01 13:00,M-18,72.8,0.5,99.7,2374,75.6,66.6,67.7,18.2,0
2025-07-01 13:00,M-19,72.8,0.53,98.7,2307,76.8,69.7,55.9,17.0,0
2025-07-01 13:00,M-20,73.1,0.42,97.9,2313,82.8,70.7,51.5,6.9,0
2025-07-01 14:00,M-01,66.9,0.24,96.1,2576,76.6,65.9,60.1,20.1,0
2025-07-01 14:00,M-02,71.0,0.54,103.7,2288,80.8,66.3,50.6,19.5,0
2025-07-01 14:00,M-03,75.4,0.37,98.3,2513,79.0,76.8,61.1,13.1,0
2025-07-01 14:00,M-04,73.8,0.46,99.3,2186,75.8,71.1,57.5,2.8,0
2025-07-01 14:00,M-05,71.4,0.43,101.0,2526,70.3,78.3,48.6,23.7,0
2025-07-01 14:00,M-06,71.4,0.6,98.5,2390,69.2,77.5,53.8,26.6,0
2025-07-01 14:00,M-07,76.2,0.68,101.3,2346,75.2,62.9,45.6,17.9,0
2025-07-01 14:00,M-08,72.8,0.49,101.0,2445,81.3,68.8,58.2,6.2,0
2025-07-01 14:00,M-09,71.5,0.41,102.5,2300,82.3,71.4,63.1,0,0
2025-07-01 14:00,M-10,72.7,0.62,105.7,2441,84.9,70.0,61.8,20.2,0
2025-07-01 14:00,M-11,67.3,0.48,101.3,2375,66.2,77.1,61.5,7.8,0
2025-07-01 14:00,M-12,77.6,0.33,104.0,2493,72.6,69.2,52.1,5.4,0
2025-07-01 14:00,M-13,75.5,0.32,101.6,2407,84.4,72.3,52.3,13.0,0
